ratio_high,ratio_low,metric,median_diff,iqr_diff,n_pairs
0.3,0.1,metric_accuracy,0.040000000000000036,0.03500000000000003,25
0.3,0.1,metric_roc_auc,0.03285714285714292,0.04142857142857126,25
0.3,0.1,metric_train_pos_ratio,0.19999999999999998,0.0,25
0.5,0.1,metric_accuracy,0.0,0.030000000000000027,25
0.5,0.1,metric_roc_auc,0.027142857142857024,0.04702380952380947,25
0.5,0.1,metric_train_pos_ratio,0.4,0.0,25
0.5,0.3,metric_accuracy,-0.03500000000000003,0.025000000000000022,25
0.5,0.3,metric_roc_auc,-0.013928571428571401,0.02464285714285719,25
0.5,0.3,metric_train_pos_ratio,0.2,0.0,25
